depth,duration_days,targets,trials,recovered,completeness,confidence_low,confidence_high,median_recovered_snr,median_timing_error_days,median_snr_above_control,mean_novel_competing_events
5e-05,0.04,3,48,8,0.16666666666666666,0.08695513576485567,0.295778284012556,6.404496258548331,0.002777819262291814,-10.742285777338576,0.020833333333333332
5e-05,0.08,3,48,18,0.375,0.25215266760868205,0.5163723648078473,6.203007215934729,0.004166706651858476,-10.52725414356712,0.020833333333333332
5e-05,0.16,3,48,33,0.6875,0.5466692858410841,0.8005431655341219,7.24564085983918,0.0041666822046408925,-10.954148234462115,0.020833333333333332
0.0001,0.04,3,48,34,0.7083333333333334,0.5682074019042831,0.8175842107348348,7.7884387169580185,0.0,-10.920245422822171,0.0
0.0001,0.08,3,48,41,0.8541666666666666,0.7283282347525372,0.9275175067339628,9.884610917561607,0.0013889008973819728,-7.725014547555492,0.0
0.0001,0.16,3,48,46,0.9583333333333334,0.8602434412954456,0.9884981065106133,14.062226497315788,0.001388892741942982,-1.7605003413955007,0.0
0.0002,0.04,3,48,47,0.9791666666666666,0.8910078200474814,0.9963128890224893,15.368209072222804,0.0,-0.6028308670019769,0.0
0.0002,0.08,3,48,48,1.0,0.9258998703338824,0.9999999999999999,20.574511897070607,0.001388883202935176,3.2890525074127517,0.0
0.0002,0.16,3,48,48,1.0,0.9258998703338824,0.9999999999999999,29.89317656622231,0.0,6.301261330721207,0.0
